product_id,product_name,category,stock_quantity,reorder_point,max_stock,unit_cost,unit_price,total_sales_6mo,sales_jan,sales_feb,sales_mar,sales_apr,sales_may,sales_jun,supplier,warehouse,lead_time_days,last_restock_date,last_sale_date,stock_status,turnover_ratio
PRD-5010,Bluetooth Speaker,Electronics,988,152,760,64.62,85.6,1036,290,181,297,95,81,92,Prime Supplies,Warehouse C,11,2024-05-15,2024-06-03,Overstock,1.05
PRD-5011,Football,Sports,739,122,732,463.34,1101.25,718,176,293,90,65,68,26,SunCoast Trading,Warehouse D,25,2025-03-24,2025-04-12,Overstock,0.97
PRD-5012,Fitness Tracker,Sports,400,36,252,96.09,232.48,758,86,178,172,60,150,112,FastShip Co,Warehouse A,25,2024-03-31,2024-04-26,Overstock,1.9
PRD-5013,Screwdriver Set,Tools,291,109,654,368.64,816.12,706,39,262,89,28,269,19,FastShip Co,Warehouse D,19,2024-10-09,2024-10-23,Normal,2.43
PRD-5014,Drone Mini,Electronics,511,48,192,171.71,420.65,773,157,226,100,76,135,79,EastWest Exports,Warehouse D,4,2024-01-31,2024-02-29,Overstock,1.51
PRD-5015,Folding Chair,Furniture,377,165,825,291.27,469.15,979,13,252,95,245,294,80,QuickTrade,Warehouse D,26,2024-11-03,2024-11-04,Normal,2.6
PRD-5016,Winter Jacket,Clothing,750,132,528,457.29,934.82,735,116,245,26,92,220,36,FastShip Co,Warehouse D,25,2024-07-15,2024-07-31,Overstock,0.98
PRD-5017,Screwdriver Set,Tools,841,147,441,77.66,166.95,487,40,19,84,213,82,49,MegaStore Inc,Warehouse A,20,2024-01-09,2024-01-27,Overstock,0.58
PRD-5018,King Bed,Furniture,24,168,504,153.66,229.61,916,62,295,121,274,130,34,MegaStore Inc,Warehouse A,24,2025-02-04,2025-02-15,Critical,38.17
PRD-5019,Scarf,Clothing,613,62,248,29.22,66.29,1032,40,117,236,73,290,276,Prime Supplies,Warehouse E,17,2024-09-22,2024-10-08,Overstock,1.68
PRD-5020,Adjustable Wrench,Tools,220,30,150,72.5,108.9,1016,240,204,258,11,300,3,SunCoast Trading,Warehouse D,22,2024-01-08,2024-02-01,Overstock,4.62
PRD-5021,History Encyclopedia,Books,166,137,822,369.22,734.09,1087,236,271,188,76,191,125,Pacific Imports,Warehouse E,5,2025-03-07,2025-04-01,Normal,6.55
PRD-5022,Ottoman,Furniture,335,98,294,114.83,266.42,1004,235,133,128,275,171,62,EastWest Exports,Warehouse C,11,2025-02-11,2025-03-02,Overstock,3.0
PRD-5023,Greek Yogurt,Food,215,86,430,23.12,38.96,933,284,259,185,169,32,4,Pacific Imports,Warehouse B,23,2024-09-26,2024-10-13,Normal,4.34
PRD-5024,Swim Shorts,Clothing,103,20,140,333.03,518.02,872,166,124,41,173,221,147,Nordic Supply,Warehouse A,20,2024-12-11,2025-01-07,Normal,8.47
PRD-5025,Needle Pliers,Tools,849,106,530,250.96,462.94,1145,255,169,120,261,280,60,Nordic Supply,Warehouse E,10,2025-01-16,2025-01-31,Overstock,1.35
PRD-5026,Plush Teddy,Toys,137,90,540,263.21,592.24,475,57,5,60,218,77,58,Pacific Imports,Warehouse D,11,2024-11-07,2024-11-24,Normal,3.47
PRD-5027,Swimming Goggles,Sports,599,71,213,210.96,443.05,625,176,37,198,147,58,9,QuickTrade,Warehouse C,13,2024-09-09,2024-09-11,Overstock,1.04
PRD-5028,Sandals,Clothing,712,116,580,416.33,971.75,585,122,12,194,217,33,7,QuickTrade,Warehouse E,30,2024-02-28,2024-03-15,Overstock,0.82
PRD-5029,Mountain Bike,Sports,998,101,404,136.2,235.88,786,237,61,111,31,195,151,MegaStore Inc,Warehouse E,3,2025-02-26,2025-03-14,Overstock,0.79
PRD-5030,Jigsaw,Tools,202,107,749,327.82,632.02,737,82,139,106,168,184,58,MegaStore Inc,Warehouse A,25,2024-04-30,2024-05-07,Normal,3.65
PRD-5031,Programming Guide,Books,386,88,352,68.86,99.05,1038,212,290,112,179,182,63,SunCoast Trading,Warehouse E,19,2024-08-02,2024-08-22,Overstock,2.69
PRD-5032,Bar Stool,Furniture,836,141,846,398.84,872.71,1134,157,117,288,254,61,257,QuickTrade,Warehouse B,17,2024-09-19,2024-10-07,Normal,1.36
PRD-5033,Rain Coat,Clothing,746,179,1074,159.88,250.44,958,181,184,111,83,266,133,MegaStore Inc,Warehouse C,18,2024-01-10,2024-02-07,Normal,1.28
PRD-5034,Programming Guide,Books,416,96,768,187.05,289.23,988,156,0,213,201,265,153,MegaStore Inc,Warehouse B,19,2024-03-17,2024-03-28,Normal,2.38
PRD-5035,Bean Bag,Furniture,600,79,237,434.49,1057.34,717,15,37,50,276,250,89,MegaStore Inc,Warehouse E,20,2024-02-28,2024-03-20,Overstock,1.2
PRD-5036,3-Seater Sofa,Furniture,947,62,186,348.14,784.5,1083,219,174,229,84,103,274,FastShip Co,Warehouse D,26,2024-08-07,2024-08-29,Overstock,1.14
PRD-5037,Wireless Headphones,Electronics,563,129,387,291.83,685.67,893,124,220,138,30,211,170,EastWest Exports,Warehouse A,19,2024-10-03,2024-10-05,Overstock,1.59
PRD-5038,Tennis Racket,Sports,308,184,1104,454.38,687.8,885,18,120,61,262,270,154,QuickTrade,Warehouse A,15,2024-10-27,2024-11-11,Normal,2.87
PRD-5039,King Bed,Furniture,173,154,770,178.92,414.1,751,114,117,216,208,2,94,Prime Supplies,Warehouse A,18,2024-04-24,2024-05-05,Normal,4.34
PRD-5040,Corn Cereal,Food,125,162,648,479.02,932.22,431,126,14,165,37,10,79,Pacific Imports,Warehouse A,14,2024-08-20,2024-08-23,Low,3.45
PRD-5041,Hoodie,Clothing,475,180,1260,211.27,267.61,687,170,193,71,124,111,18,SunCoast Trading,Warehouse E,26,2024-10-29,2024-11-07,Normal,1.45
PRD-5042,Paint Roller,Tools,976,151,1057,170.03,262.81,974,133,197,140,166,259,79,QuickTrade,Warehouse D,29,2024-11-08,2024-11-19,Normal,1.0
PRD-5043,Bar Stool,Furniture,217,83,332,468.71,587.94,827,3,139,233,50,195,207,Prime Supplies,Warehouse B,12,2025-02-19,2025-03-20,Normal,3.81
PRD-5044,Almond Milk,Food,258,185,555,490.93,1169.14,523,269,45,147,6,1,55,Pacific Imports,Warehouse C,7,2024-02-15,2024-02-20,Normal,2.03
PRD-5045,LED Strip,Electronics,684,148,444,268.85,579.08,942,149,50,155,197,178,213,MegaStore Inc,Warehouse D,4,2025-02-27,2025-03-13,Overstock,1.38
PRD-5046,Cordless Drill,Tools,651,86,688,119.76,246.41,811,99,233,188,41,130,120,EastWest Exports,Warehouse C,26,2024-07-10,2024-07-18,Normal,1.25
PRD-5047,Swimming Goggles,Sports,763,62,248,78.29,148.44,838,153,234,207,198,18,28,QuickTrade,Warehouse E,3,2024-11-08,2024-11-24,Overstock,1.1
PRD-5048,Summer Dress,Clothing,394,47,329,115.15,221.24,907,188,51,152,49,278,189,QuickTrade,Warehouse A,4,2024-11-14,2024-12-11,Overstock,2.3
PRD-5049,Skipping Rope,Sports,624,122,610,218.77,419.54,1110,197,288,188,138,139,160,Pacific Imports,Warehouse D,17,2024-07-12,2024-08-05,Overstock,1.78
PRD-5050,Slime Kit,Toys,443,37,148,124.84,152.61,530,41,167,68,91,13,150,FastShip Co,Warehouse C,3,2024-01-13,2024-02-03,Overstock,1.2
PRD-5051,Safety Goggles,Tools,173,171,1368,405.64,576.76,578,50,75,55,235,69,94,QuickTrade,Warehouse B,11,2024-01-22,2024-02-10,Normal,3.34
PRD-5052,Basmati Rice,Food,30,152,608,150.31,349.36,1239,43,280,184,237,233,262,QuickTrade,Warehouse A,24,2024-08-31,2024-09-07,Critical,41.3
PRD-5053,Wall Mirror,Furniture,157,73,219,359.45,644.87,805,161,252,50,108,199,35,SunCoast Trading,Warehouse C,21,2024-09-13,2024-09-28,Normal,5.13
PRD-5054,Sandpaper Set,Tools,936,171,855,106.41,247.62,995,186,83,164,273,163,126,EastWest Exports,Warehouse E,21,2025-02-18,2025-03-01,Overstock,1.06
PRD-5055,Robot Kit,Toys,327,89,267,484.78,738.12,893,27,147,122,280,252,65,TechGlobal Ltd,Warehouse E,19,2024-05-26,2024-06-03,Overstock,2.73
PRD-5056,Fitness Tracker,Sports,779,123,984,18.71,43.15,653,60,152,153,78,185,25,Nordic Supply,Warehouse E,9,2024-10-17,2024-11-14,Normal,0.84
PRD-5057,Bar Stool,Furniture,344,199,1194,288.05,363.92,906,167,182,8,270,279,0,MegaStore Inc,Warehouse E,13,2025-03-20,2025-04-03,Normal,2.63
PRD-5058,Foam Roller,Sports,283,108,324,314.65,744.5,859,92,199,176,122,247,23,QuickTrade,Warehouse D,16,2025-03-09,2025-04-06,Normal,3.04
PRD-5059,Smart Bulb,Electronics,571,110,660,275.31,656.01,789,27,181,50,269,121,141,Prime Supplies,Warehouse D,14,2024-06-06,2024-06-07,Normal,1.38
PRD-5060,Rubiks Cube,Toys,654,145,1160,28.81,68.72,718,90,173,10,123,103,219,Nordic Supply,Warehouse E,10,2024-10-21,2024-10-29,Normal,1.1
PRD-5061,Tennis Racket,Sports,163,46,138,16.84,27.78,938,292,266,21,147,199,13,MegaStore Inc,Warehouse C,23,2024-07-21,2024-08-02,Overstock,5.75
PRD-5062,3-Seater Sofa,Furniture,640,128,768,433.77,1034.69,753,101,158,63,212,192,27,EastWest Exports,Warehouse D,17,2024-07-10,2024-08-03,Normal,1.18
PRD-5063,Recliner,Furniture,45,86,430,169.87,269.16,668,213,95,113,98,41,108,Prime Supplies,Warehouse A,25,2024-02-07,2024-03-01,Low,14.84
PRD-5064,VR Headset,Electronics,132,50,400,482.19,604.14,1158,277,250,241,97,280,13,SunCoast Trading,Warehouse E,22,2024-01-18,2024-02-02,Normal,8.77
PRD-5065,Beanie,Clothing,712,123,861,388.02,694.07,1154,5,213,197,220,260,259,MegaStore Inc,Warehouse B,5,2024-06-01,2024-07-01,Normal,1.62
PRD-5066,Fantasy Novel,Books,38,172,1204,108.87,257.86,619,33,92,251,71,150,22,QuickTrade,Warehouse A,14,2024-02-25,2024-03-24,Critical,16.29
PRD-5067,Treadmill,Sports,615,78,390,189.86,381.27,1177,266,135,244,125,263,144,EastWest Exports,Warehouse B,30,2024-05-07,2024-05-26,Overstock,1.91
PRD-5068,Screwdriver Set,Tools,381,152,456,47.45,113.31,1219,118,188,266,144,292,211,TechGlobal Ltd,Warehouse A,9,2024-03-19,2024-04-16,Normal,3.2
PRD-5069,Greek Yogurt,Food,41,61,183,58.05,124.03,827,69,194,274,204,30,56,Alpine Goods,Warehouse C,13,2024-09-08,2024-09-16,Low,20.17
PRD-5070,Slime Kit,Toys,367,32,160,49.84,95.05,908,238,192,46,154,81,197,Prime Supplies,Warehouse C,12,2025-02-09,2025-02-23,Overstock,2.47
PRD-5071,Folding Chair,Furniture,511,142,1136,4.04,6.2,400,45,44,8,256,20,27,Prime Supplies,Warehouse D,11,2024-11-19,2024-12-18,Normal,0.78
PRD-5072,Ankle Socks,Clothing,954,102,816,295.54,454.02,1056,269,183,207,136,71,190,EastWest Exports,Warehouse B,5,2024-03-17,2024-04-02,Overstock,1.11
PRD-5073,Extension Cord,Tools,777,169,507,5.82,12.86,1080,226,89,183,209,176,197,MegaStore Inc,Warehouse D,9,2024-04-24,2024-05-23,Overstock,1.39
PRD-5074,Treadmill,Sports,873,98,686,277.76,360.1,283,30,12,15,12,86,128,FastShip Co,Warehouse B,17,2024-03-31,2024-04-01,Overstock,0.32
PRD-5075,Paint Roller,Tools,815,27,162,480.84,1196.3,1265,68,191,298,189,241,278,QuickTrade,Warehouse A,6,2024-08-29,2024-09-08,Overstock,1.55
PRD-5076,Mixed Nuts,Food,323,148,740,89.39,163.52,712,89,248,129,76,39,131,QuickTrade,Warehouse D,20,2024-01-29,2024-02-20,Normal,2.2
PRD-5077,Ankle Socks,Clothing,447,142,426,219.74,443.82,1081,268,150,257,290,38,78,MegaStore Inc,Warehouse E,25,2024-07-15,2024-08-12,Overstock,2.42
PRD-5078,Peanut Butter,Food,905,172,860,45.59,75.48,745,176,1,238,122,108,100,Alpine Goods,Warehouse D,4,2024-01-24,2024-02-13,Overstock,0.82
PRD-5079,Ottoman,Furniture,170,200,1000,420.97,1003.4,975,279,184,79,254,30,149,MegaStore Inc,Warehouse C,12,2024-11-10,2024-11-25,Low,5.74
PRD-5080,Basketball,Sports,905,73,584,149.03,229.38,1168,131,291,221,173,290,62,FastShip Co,Warehouse A,5,2024-05-07,2024-05-11,Overstock,1.29
PRD-5081,Diamond Kite,Toys,862,62,496,39.32,91.34,1253,271,47,179,299,181,276,Prime Supplies,Warehouse B,16,2024-09-29,2024-10-02,Overstock,1.45
PRD-5082,Art Book,Books,38,150,1200,277.44,395.35,599,75,121,190,51,36,126,EastWest Exports,Warehouse B,8,2024-12-02,2024-12-21,Critical,15.76
PRD-5083,Rubiks Cube,Toys,594,194,970,182.39,223.44,844,40,240,205,279,52,28,FastShip Co,Warehouse B,29,2025-02-23,2025-03-22,Normal,1.42
PRD-5084,Dark Chocolate,Food,486,33,198,96.04,179.06,761,149,40,142,92,114,224,QuickTrade,Warehouse C,24,2024-07-02,2024-07-17,Overstock,1.57
PRD-5085,Badminton Set,Sports,889,186,558,499.4,885.97,634,118,99,2,34,208,173,Alpine Goods,Warehouse D,15,2024-12-23,2025-01-01,Overstock,0.71
PRD-5086,Science Kit,Toys,548,43,215,368.98,478.06,896,200,180,171,47,224,74,Nordic Supply,Warehouse C,7,2025-02-04,2025-02-22,Overstock,1.64
PRD-5087,Ankle Socks,Clothing,449,33,99,241.38,318.85,794,247,81,88,64,145,169,Pacific Imports,Warehouse D,25,2024-04-12,2024-04-16,Overstock,1.77
PRD-5088,Lego City Set,Toys,398,92,460,439.68,583.91,598,7,170,137,5,14,265,MegaStore Inc,Warehouse E,26,2024-06-15,2024-07-09,Normal,1.5
PRD-5089,Smart Bulb,Electronics,284,60,180,391.14,914.66,1008,203,54,19,237,277,218,Pacific Imports,Warehouse A,10,2024-06-17,2024-07-11,Overstock,3.55
PRD-5090,Running Sneakers,Clothing,574,147,441,488.29,1007.15,1205,267,235,265,39,170,229,Pacific Imports,Warehouse A,16,2024-05-13,2024-06-05,Overstock,2.1
PRD-5091,Adjustable Wrench,Tools,438,102,612,237.38,493.32,1513,269,220,220,252,279,273,Nordic Supply,Warehouse E,8,2024-06-17,2024-06-21,Normal,3.45
PRD-5092,4K Monitor,Electronics,993,162,810,75.11,140.5,774,239,153,30,33,172,147,EastWest Exports,Warehouse A,15,2024-12-24,2024-12-27,Overstock,0.78
PRD-5093,Lego City Set,Toys,113,159,1113,321.4,419.31,1275,250,273,250,102,139,261,EastWest Exports,Warehouse A,25,2024-01-29,2024-02-16,Low,11.28
PRD-5094,Gym Bag,Sports,921,123,738,227.77,408.95,859,51,194,292,162,148,12,FastShip Co,Warehouse B,27,2024-03-12,2024-03-19,Overstock,0.93
PRD-5095,Mountain Bike,Sports,707,118,826,100.19,205.42,1067,195,300,176,236,48,112,Pacific Imports,Warehouse C,17,2025-02-20,2025-03-21,Normal,1.51
PRD-5096,Laptop Pro,Electronics,113,128,896,489.51,808.64,531,74,86,138,31,89,113,SunCoast Trading,Warehouse E,22,2024-09-22,2024-10-17,Low,4.7
PRD-5097,Office Chair,Furniture,212,157,471,451.34,970.21,862,200,26,140,1,293,202,Prime Supplies,Warehouse D,7,2025-03-23,2025-04-15,Normal,4.07
PRD-5098,Spaghetti Pasta,Food,362,165,1320,180.08,319.61,902,86,60,2,289,281,184,SunCoast Trading,Warehouse B,17,2024-04-12,2024-04-18,Normal,2.49
PRD-5099,Ground Coffee,Food,447,121,726,185.88,289.31,1148,297,7,186,295,254,109,SunCoast Trading,Warehouse C,24,2024-01-09,2024-01-17,Normal,2.57
PRD-5100,Bar Stool,Furniture,798,85,425,491.41,1117.38,865,31,259,264,104,2,205,Prime Supplies,Warehouse E,11,2024-10-14,2024-11-10,Overstock,1.08
PRD-5101,Swim Shorts,Clothing,950,33,165,471.71,988.63,1072,249,76,298,152,69,228,FastShip Co,Warehouse E,5,2025-01-03,2025-01-23,Overstock,1.13
PRD-5102,Guitar Manual,Books,467,197,1379,262.7,636.04,543,18,137,229,74,0,85,Alpine Goods,Warehouse E,20,2024-12-20,2025-01-13,Normal,1.16
PRD-5103,Whole Bread,Food,597,133,931,459.68,1027.66,810,1,287,225,243,19,35,Prime Supplies,Warehouse C,24,2024-06-10,2024-07-02,Normal,1.36
PRD-5104,Dark Chocolate,Food,295,83,249,24.6,60.06,645,293,111,73,48,11,109,QuickTrade,Warehouse A,4,2024-07-25,2024-08-10,Overstock,2.19
PRD-5105,Green Tea,Food,847,190,1520,133.6,246.62,1032,263,110,55,263,62,279,QuickTrade,Warehouse B,3,2024-02-01,2024-02-09,Normal,1.22
PRD-5106,Hand Saw,Tools,314,158,1106,321.98,755.26,862,169,157,176,12,281,67,EastWest Exports,Warehouse E,20,2024-09-09,2024-09-30,Normal,2.75
PRD-5107,Children Story,Books,382,161,483,298.46,549.52,1263,259,282,153,213,224,132,Prime Supplies,Warehouse B,9,2024-10-06,2024-11-04,Normal,3.31
PRD-5108,Coconut Water,Food,413,85,340,408.78,494.96,1030,208,142,236,47,248,149,EastWest Exports,Warehouse E,20,2024-03-12,2024-03-25,Overstock,2.49
PRD-5109,Tennis Racket,Sports,995,124,744,397.33,948.03,625,138,176,13,42,35,221,FastShip Co,Warehouse B,28,2024-12-08,2024-12-10,Overstock,0.63
PRD-5110,Cycling Helmet,Sports,858,161,483,52.86,91.57,888,233,203,91,51,11,299,Pacific Imports,Warehouse B,16,2025-02-21,2025-03-06,Overstock,1.03
PRD-5111,Orange Juice,Food,390,163,815,235.81,507.11,591,80,24,194,99,35,159,TechGlobal Ltd,Warehouse E,7,2024-02-04,2024-03-01,Normal,1.52
PRD-5112,Jump Rope,Sports,224,66,462,180.25,427.93,1023,152,2,176,223,271,199,Pacific Imports,Warehouse D,26,2024-05-26,2024-05-31,Normal,4.57
PRD-5113,Yoga Pants,Clothing,182,90,540,453.94,625.87,1234,251,106,34,268,284,291,Nordic Supply,Warehouse A,12,2024-09-08,2024-09-10,Normal,6.78
PRD-5114,Basketball,Sports,150,24,96,222.84,537.14,1018,181,243,37,295,39,223,MegaStore Inc,Warehouse C,25,2024-12-14,2024-12-30,Overstock,6.79
PRD-5115,Orange Juice,Food,265,57,171,51.88,63.92,1018,285,39,118,223,194,159,Pacific Imports,Warehouse A,18,2024-11-01,2024-11-06,Overstock,3.84
PRD-5116,4K Monitor,Electronics,535,76,532,147.76,266.11,751,112,135,73,152,250,29,QuickTrade,Warehouse E,7,2024-08-01,2024-08-23,Overstock,1.4
PRD-5117,Spaghetti Pasta,Food,327,197,1182,399.68,874.37,801,215,148,25,14,143,256,EastWest Exports,Warehouse B,11,2024-12-27,2025-01-15,Normal,2.45
PRD-5118,Hoodie,Clothing,232,183,915,393.88,931.65,1084,186,219,157,209,202,111,FastShip Co,Warehouse E,4,2024-11-05,2024-11-21,Normal,4.67
PRD-5119,Summer Dress,Clothing,754,31,186,105.65,175.38,1352,252,182,296,244,139,239,Nordic Supply,Warehouse D,14,2024-06-10,2024-07-09,Overstock,1.79
PRD-5120,Self Help Book,Books,392,188,1128,249.27,427.69,962,225,130,294,47,112,154,FastShip Co,Warehouse D,21,2024-12-25,2025-01-11,Normal,2.45
PRD-5121,Football,Sports,222,62,310,389.92,549.72,842,216,130,180,102,69,145,Prime Supplies,Warehouse A,12,2025-01-04,2025-01-14,Normal,3.79
PRD-5122,Leather Journal,Books,18,24,120,287.16,416.14,814,21,27,171,257,51,287,EastWest Exports,Warehouse A,27,2024-04-08,2024-04-22,Low,45.22
PRD-5123,Basketball,Sports,600,34,170,298.69,391.67,1091,116,246,211,180,104,234,TechGlobal Ltd,Warehouse A,13,2024-10-22,2024-11-16,Overstock,1.82
PRD-5124,Cable Tester,Tools,226,85,255,10.97,13.87,673,183,18,169,30,108,165,EastWest Exports,Warehouse A,9,2024-05-19,2024-06-17,Normal,2.98
PRD-5125,Self Help Book,Books,43,52,416,349.98,824.92,943,89,76,22,287,170,299,MegaStore Inc,Warehouse A,7,2024-06-13,2024-06-14,Low,21.93
PRD-5126,Sports Bra,Clothing,349,166,830,288.4,662.93,964,188,292,88,137,35,224,Nordic Supply,Warehouse C,13,2024-02-26,2024-03-11,Normal,2.76
PRD-5127,Bean Bag,Furniture,834,31,93,274.07,367.78,712,240,0,104,66,280,22,Prime Supplies,Warehouse C,9,2024-12-09,2024-12-17,Overstock,0.85
PRD-5128,Bean Bag,Furniture,77,93,465,487.72,1026.18,927,62,240,296,79,36,214,QuickTrade,Warehouse E,6,2024-06-22,2024-06-25,Low,12.04
PRD-5129,Running Sneakers,Clothing,890,95,570,277.63,676.15,929,194,59,60,252,120,244,FastShip Co,Warehouse C,9,2024-01-08,2024-01-14,Overstock,1.04
PRD-5130,Badminton Set,Sports,47,72,360,164.56,322.41,753,203,236,114,45,101,54,MegaStore Inc,Warehouse A,26,2024-03-18,2024-03-22,Low,16.02
PRD-5131,Olive Oil,Food,207,85,680,334.01,565.63,706,198,65,56,103,193,91,MegaStore Inc,Warehouse E,11,2024-02-10,2024-02-21,Normal,3.41
PRD-5132,Football,Sports,786,118,354,40.75,99.07,800,214,57,67,4,175,283,Alpine Goods,Warehouse C,11,2024-05-20,2024-06-09,Overstock,1.02
PRD-5133,Jigsaw,Tools,230,178,712,214.26,274.29,914,245,151,264,55,103,96,MegaStore Inc,Warehouse B,16,2024-07-08,2024-07-16,Normal,3.97
PRD-5134,Boxing Gloves,Sports,896,133,665,57.75,71.51,1068,1,229,179,197,188,274,EastWest Exports,Warehouse C,19,2024-03-13,2024-03-24,Overstock,1.19
PRD-5135,Ottoman,Furniture,441,162,1296,485.35,1155.04,850,192,45,72,101,174,266,TechGlobal Ltd,Warehouse C,3,2024-09-06,2024-09-26,Normal,1.93
PRD-5136,Spirit Level,Tools,47,199,1592,299.2,546.22,1109,65,289,128,270,160,197,Nordic Supply,Warehouse D,15,2025-02-11,2025-02-19,Critical,23.6
PRD-5137,Spirit Level,Tools,105,74,518,370.84,805.91,1271,265,203,126,104,278,295,QuickTrade,Warehouse D,3,2024-08-22,2024-09-02,Normal,12.1
PRD-5138,Winter Jacket,Clothing,190,41,205,100.43,213.3,945,97,116,291,132,82,227,Prime Supplies,Warehouse E,19,2024-03-28,2024-04-14,Normal,4.97
PRD-5139,Sports Bra,Clothing,910,126,630,372.21,814.19,752,195,7,150,27,89,284,QuickTrade,Warehouse C,17,2024-12-02,2024-12-17,Overstock,0.83
PRD-5140,Claw Hammer,Tools,398,91,637,41.63,62.93,964,255,267,81,79,137,145,EastWest Exports,Warehouse A,15,2024-03-07,2024-03-15,Normal,2.42
PRD-5141,Treadmill,Sports,780,171,684,296.29,441.41,802,199,13,200,74,216,100,Prime Supplies,Warehouse B,22,2024-10-04,2024-10-27,Overstock,1.03
PRD-5142,Sandals,Clothing,145,169,845,236.45,498.39,1136,257,241,142,181,131,184,TechGlobal Ltd,Warehouse B,24,2024-08-02,2024-08-25,Low,7.83
PRD-5143,Gloves,Clothing,426,149,894,181.89,261.53,932,159,264,58,90,211,150,QuickTrade,Warehouse E,29,2024-06-13,2024-07-13,Normal,2.19
PRD-5144,Peanut Butter,Food,512,51,357,367.24,606.65,709,41,62,300,134,56,116,QuickTrade,Warehouse D,18,2024-07-23,2024-08-02,Overstock,1.38
PRD-5145,Instant Noodles,Food,103,50,350,252.48,395.98,597,158,22,59,130,228,0,MegaStore Inc,Warehouse A,24,2024-10-11,2024-10-17,Normal,5.8
PRD-5146,Leather Journal,Books,488,186,744,178.05,411.78,911,68,264,132,134,87,226,Alpine Goods,Warehouse A,11,2024-03-01,2024-03-22,Normal,1.87
PRD-5147,Nerf Blaster,Toys,631,43,172,463.31,1078.2,919,289,190,59,82,55,244,QuickTrade,Warehouse D,14,2024-06-05,2024-06-30,Overstock,1.46
PRD-5148,Travel Guide,Books,405,107,321,426.51,632.52,745,240,12,155,234,21,83,SunCoast Trading,Warehouse A,23,2024-04-08,2024-05-06,Overstock,1.84
PRD-5149,Almond Milk,Food,28,116,812,94.64,203.72,697,70,3,112,188,263,61,Pacific Imports,Warehouse D,22,2025-02-03,2025-02-11,Critical,24.89
PRD-5150,Lego City Set,Toys,642,194,1164,317.9,671.66,790,191,76,135,16,187,185,SunCoast Trading,Warehouse B,10,2024-09-16,2024-10-05,Normal,1.23
PRD-5151,Mini Guitar,Toys,69,165,1320,313.22,702.92,812,160,183,80,86,79,224,TechGlobal Ltd,Warehouse B,14,2024-09-04,2024-09-30,Critical,11.77
PRD-5152,Badminton Set,Sports,578,101,505,421.41,580.23,912,19,164,150,257,231,91,Pacific Imports,Warehouse A,8,2025-03-06,2025-04-01,Overstock,1.58
PRD-5153,Sci-Fi Novel,Books,249,83,664,184.61,429.17,770,120,233,14,219,110,74,TechGlobal Ltd,Warehouse A,17,2024-04-15,2024-04-17,Normal,3.09
PRD-5154,Sandals,Clothing,885,110,550,437.95,797.11,836,220,96,67,191,61,201,Prime Supplies,Warehouse A,14,2025-03-13,2025-03-27,Overstock,0.94
PRD-5155,Business Manual,Books,281,162,1296,189.77,350.29,725,251,26,121,8,108,211,Alpine Goods,Warehouse D,24,2024-07-20,2024-07-28,Normal,2.58
PRD-5156,DSLR Camera,Electronics,400,180,1260,228.85,309.3,972,233,170,257,132,10,170,FastShip Co,Warehouse E,23,2024-04-25,2024-05-20,Normal,2.43
PRD-5157,Fantasy Novel,Books,564,103,412,95.23,177.94,1046,240,199,63,228,80,236,Nordic Supply,Warehouse A,3,2024-05-19,2024-06-17,Overstock,1.85
PRD-5158,TV Stand,Furniture,97,20,100,433.14,1050.36,1007,285,88,270,230,14,120,SunCoast Trading,Warehouse A,21,2024-07-09,2024-07-12,Normal,10.38
PRD-5159,Water Bottle,Sports,460,86,430,10.01,24.56,765,10,244,25,218,136,132,SunCoast Trading,Warehouse A,23,2024-01-26,2024-02-21,Overstock,1.66
PRD-5160,Green Tea,Food,239,93,558,55.42,89.91,650,168,171,93,133,15,70,Prime Supplies,Warehouse A,6,2024-08-12,2024-08-30,Normal,2.72
PRD-5161,Play Dough,Toys,70,49,196,462.49,1092.37,708,116,179,97,56,38,222,EastWest Exports,Warehouse A,14,2024-11-22,2024-12-12,Normal,10.11
PRD-5162,Spaghetti Pasta,Food,911,72,360,165.39,364.05,1083,281,289,216,14,245,38,MegaStore Inc,Warehouse D,30,2025-01-14,2025-02-11,Overstock,1.19
PRD-5163,Art Book,Books,832,139,417,329.49,635.55,653,31,196,5,219,27,175,TechGlobal Ltd,Warehouse D,12,2025-01-02,2025-01-31,Overstock,0.78
PRD-5164,Webcam HD,Electronics,102,42,294,116.48,223.31,514,141,11,49,150,143,20,TechGlobal Ltd,Warehouse C,9,2024-08-20,2024-09-09,Normal,5.04
PRD-5165,Nightstand,Furniture,235,45,270,97.1,135.0,866,148,221,55,179,183,80,FastShip Co,Warehouse A,10,2024-03-20,2024-03-30,Normal,3.69
PRD-5166,Boxing Gloves,Sports,305,161,483,71.32,153.45,1130,289,68,196,189,276,112,Prime Supplies,Warehouse D,10,2024-06-16,2024-07-07,Normal,3.7
PRD-5167,Dresser,Furniture,424,148,1036,163.61,202.05,1120,209,137,166,207,261,140,Pacific Imports,Warehouse B,5,2024-08-12,2024-08-14,Normal,2.64
PRD-5168,Card Game,Toys,586,190,1330,215.9,417.71,717,92,124,129,131,130,111,Alpine Goods,Warehouse C,13,2024-01-03,2024-01-18,Normal,1.22
PRD-5169,Sandpaper Set,Tools,273,84,588,326.38,417.94,779,86,119,29,245,242,58,QuickTrade,Warehouse D,29,2025-03-25,2025-04-20,Normal,2.85
